Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
823	5.52	0.08	Neural Network (Specific Model)	11	0.904	21443	237.85106382978722	221849	0.52	282	18	52004	None
836	2.75	0.0	Neural Network (Specific Model)	11	0.891	51667	257.0833333333333	51667	0.37	60	1	51667	None
8408	11.19	2.31	Neural Network (Specific Model)	11	0.91	3395	284.6957446808511	440107	0.48	470	125	12731	None
842	2.53	0.0	Neural Network (Specific Model)	11	0.93	51490	291.3090909090909	51490	0.46	55	1	51490	None
8473	2.31	0.01	Neural Network (Specific Model)	11	0.816	6083	213.05405405405406	28774	0.53	37	6	12652	None
849	3.02	0.0	Neural Network (Specific Model)	11	0.877	51318	245.55652173913043	96370	0.35	115	2	51318	None
9188	3.37	0.0	Neural Network (Specific Model)	11	0.812	10317	250.15116279069767	79253	0.43	86	10	11865	None
97	97.59	1.1	Gradient Boost (General Model)	11	0.881	33449	316.5157894736842	1941328	0.49	1805	96	136511	None
10019	23.85	0.02	Neural Network (Specific Model)	11	0.91	3002	278.46031746031747	750764	0.47	819	242	11071	None
100321	6.98	0.05	Neural Network (Specific Model)	11	0.979	4564	1068.5087719298247	373037	0.41	114	86	38320	None
102	97.54	13.95	Neural Network (Specific Model)	11	0.939	43854	355.0693319838057	2238341	0.56	1976	175	133009	None
10394	3.74	14.74	Neural Network (Specific Model)	11	0.934	3710	174.9936305732484	88205	0.4	157	29	7139	None
10428	2.81	0.0	Neural Network (Specific Model)	11	0.894	10718	274.12631578947367	86876	0.54	95	10	38266	None
108202	2.65	0.0	Neural Network (Specific Model)	11	0.913	4886	201.22522522522522	72944	0.42	111	18	12448	None
108350	1.69	0.01	Neural Network (Specific Model)	11	0.972	2315	208.7037037037037	34153	0.45	54	13	5070	None
10934	2.49	0.0	Neural Network (Specific Model)	11	0.902	8373	295.0769230769231	25506	0.47	26	4	10296	None
11007	2.31	0.0	Neural Network (Specific Model)	11	0.915	4761	230.2391304347826	34538	0.37	46	8	10243	None
11183	11.0	0.46	Gradient Boost (General Model)	11	0.969	8277	748.5	32444	0.41	14	5	10091	None
112940	3.1	0.05	Neural Network (Specific Model)	11	0.867	5690	188.3978494623656	60400	0.61	93	14	10190	None
11312	2.84	0.02	Neural Network (Specific Model)	11	0.892	5760	198.40740740740742	35962	0.4	54	6	10000	None
1139	2.75	0.0	Neural Network (Specific Model)	11	0.921	43925	308.3333333333333	51094	0.48	51	4	43925	None
120555	3.21	0.0	Neural Network (Specific Model)	11	0.908	2723	291.80392156862746	49096	0.37	51	18	4242	None
12217	2.54	0.0	Neural Network (Specific Model)	11	0.769	3452	208.02298850574712	69935	0.51	87	18	9400	None
122641	4.43	0.05	Neural Network (Specific Model)	11	0.916	2318	190.40650406504065	76347	0.44	123	30	4656	None
1315	2.86	0.01	Neural Network (Specific Model)	11	0.912	40362	265.0082644628099	105135	0.45	121	5	41205	None
1354	3.72	0.0	Neural Network (Specific Model)	11	0.917	40621	311.0	40621	0.48	40	1	40621	None
13671	3.42	1.58	Neural Network (Specific Model)	11	0.972	5916	471.5	64016	0.39	44	13	8614	None
138658	7.4	0.14	Neural Network (Specific Model)	11	0.813	3945	159.18980169971672	206391	0.38	353	52	21007	None
13909	2.83	0.0	Neural Network (Specific Model)	11	0.878	5130	193.54945054945054	60012	0.36	91	12	8507	None
14636	2.59	0.0	Neural Network (Specific Model)	11	0.863	4926	279.64516129032256	30057	0.4	31	7	8190	None
14767	2.38	0.0	Neural Network (Specific Model)	11	0.92	6388	224.95833333333334	34974	0.5	48	6	8136	None
15227	3.13	0.0	Gradient Boost (General Model)	11	0.209	7521	132.42105263157896	35997	0.43	19	8	7943	None
15405	3.64	0.05	Neural Network (Specific Model)	11	0.894	13675	336.2395833333333	108038	0.52	96	12	31942	None
1571	2.68	0.0	Neural Network (Specific Model)	11	0.984	37799	6201.0	37799	0.47	2	1	37799	None
1572	2.56	0.0	Neural Network (Specific Model)	11	0.942	37792	258.5652173913044	37792	0.45	46	1	37792	None
1634	2.68	0.01	Neural Network (Specific Model)	11	0.949	37115	255.7391304347826	37115	0.49	46	1	37115	None
1695	2.35	0.0	Neural Network (Specific Model)	11	0.576	36325	119.92647058823529	42200	0.35	68	2	36325	None
17034	4.56	0.0	Neural Network (Specific Model)	11	0.96	3818	331.65714285714284	72411	0.33	70	20	7290	None
1860	2.57	0.0	Neural Network (Specific Model)	11	0.962	34553	232.58333333333334	34553	0.34	48	1	34553	None
18990	4.37	0.01	Neural Network (Specific Model)	11	0.813	2746	132.58661417322836	123836	0.4	254	40	6772	None
18998	2.35	0.0	Neural Network (Specific Model)	11	0.956	4711	187.3695652173913	26994	0.46	46	6	6770	None
1948	61.98	0.16	Neural Network (Specific Model)	11	0.923	4026	327.96503774334525	2679408	0.43	2517	689	33395	None
2011	55.71	0.45	Neural Network (Specific Model)	11	0.909	6879	365.21482498284144	1754446	0.51	1457	312	32812	None
209688	4.24	0.1	Neural Network (Specific Model)	11	0.641	27251	129.69774919614147	187343	0.34	311	15	77815	None
209825	19.44	3.52	Neural Network (Specific Model)	11	0.913	12776	236.07602339181287	923933	0.45	1197	119	108055	None
209856	17.4	0.77	Neural Network (Specific Model)	11	0.887	23296	249.85527638190956	837263	0.5	995	57	95690	None
209926	11.03	1.45	Neural Network (Specific Model)	11	0.887	28200	281.5776293823038	569080	0.54	599	50	78546	None
209985	13.67	0.27	Neural Network (Specific Model)	11	0.912	7511	224.66439135381114	647385	0.42	879	105	42500	None
210111	10.24	0.4	Neural Network (Specific Model)	11	0.921	9830	195.08094435075884	375170	0.38	593	46	55314	None
210198	6.4	0.08	Neural Network (Specific Model)	11	0.841	31703	197.73544973544975	132939	0.34	189	13	51128	None
210288	3.43	0.01	Neural Network (Specific Model)	11	0.886	6201	219.88888888888889	139824	0.47	189	24	45927	None
210332	6.38	0.0	Gradient Boost (General Model)	11	0.34	44376	91.49090909090908	44376	0.31	55	1	44376	None
210385	8.76	0.9	Neural Network (Specific Model)	11	0.866	7428	270.22850678733033	412758	0.49	442	74	42774	None
210425	0.0	2.95	Neural Network (Specific Model)	11	0.888	30795	293.7283142389525	605465	0.53	611	37	41682	None
210445	3.21	0.0	Neural Network (Specific Model)	11	0.897	41040	273.06666666666666	41040	0.41	45	1	41040	None
210660	4.69	0.01	Neural Network (Specific Model)	11	0.928	15636	206.62222222222223	148995	0.41	225	13	36892	None
210672	2.54	0.0	Neural Network (Specific Model)	11	0.944	31503	204.08771929824562	36747	0.59	57	2	31503	None
210687	5.48	0.19	Neural Network (Specific Model)	11	0.855	16205	218.90553745928338	234407	0.49	307	23	36504	None
210737	13.35	0.45	Neural Network (Specific Model)	11	0.917	2604	272.92367601246104	572047	0.6	642	210	7542	None
210809	2.7	0.0	Neural Network (Specific Model)	11	0.948	34496	228.5625	34496	0.38	48	1	34496	None
211078	2.41	0.0	Neural Network (Specific Model)	11	0.935	30545	204.32203389830508	38353	0.37	59	2	30545	None
211082	7.62	0.0	Neural Network (Specific Model)	11	0.919	3633	241.8359908883827	345922	0.63	439	91	30486	None
211091	4.11	0.07	Neural Network (Specific Model)	11	0.857	5074	233.41666666666666	97829	0.46	120	20	30405	None
211196	9.99	0.02	Neural Network (Specific Model)	11	0.865	4733	238.22587719298247	375785	0.42	456	86	22642	None
211291	3.25	0.0	Neural Network (Specific Model)	11	0.925	24108	235.19626168224298	81161	0.48	107	4	27888	None
211338	3.5	0.0	Neural Network (Specific Model)	11	0.948	27360	240.80555555555554	27360	0.45	36	1	27360	None
211463	3.22	0.0	Neural Network (Specific Model)	11	0.908	26095	180.4090909090909	26095	0.39	44	1	26095	None
211511	3.24	0.02	Neural Network (Specific Model)	11	0.95	17793	223.25688073394497	76239	0.52	109	7	25637	None
211526	2.91	0.0	Neural Network (Specific Model)	11	0.919	20451	257.7956989247312	77796	0.43	93	6	25501	None
211604	3.26	0.0	Neural Network (Specific Model)	11	0.945	15522	274.59055118110234	110435	0.34	127	12	29002	None
211651	3.44	0.0	Neural Network (Specific Model)	11	0.916	6550	238.91489361702128	109910	0.44	141	18	17323	None
211728	6.05	0.0	Neural Network (Specific Model)	11	0.906	8735	215.70552147239263	115606	0.38	163	16	23935	None
211946	2.56	0.0	Neural Network (Specific Model)	11	0.946	49579	275.3157894736842	49579	0.38	57	1	49579	None
212248	3.71	0.02	Neural Network (Specific Model)	11	0.829	4398	232.68029739776952	225351	0.46	269	51	20415	None
212267	2.38	0.0	Neural Network (Specific Model)	11	0.953	20324	222.5681818181818	30300	0.39	44	4	20324	None
212345	3.24	0.03	Neural Network (Specific Model)	11	0.968	4427	225.3601895734597	146281	0.33	211	31	19945	None
212635	3.05	0.01	Neural Network (Specific Model)	11	0.867	6109	195.23134328358208	90162	0.4	134	17	18502	None
212638	3.45	0.0	Neural Network (Specific Model)	11	0.921	7935	279.0420168067227	107870	0.38	119	19	18496	None
212689	3.3	0.11	Neural Network (Specific Model)	11	0.853	9931	216.02061855670104	73576	0.42	97	11	18280	None
212787	7.95	0.02	Neural Network (Specific Model)	11	0.901	5395	207.02242152466368	153114	0.35	223	31	17931	None
212802	4.51	0.03	Neural Network (Specific Model)	11	0.874	8302	171.36796536796535	135188	0.43	231	24	17880	None
213203	2.7	0.0	Neural Network (Specific Model)	11	0.919	5034	273.56716417910445	59295	0.38	67	11	16574	None
213434	3.87	0.0	Neural Network (Specific Model)	11	0.85	7773	218.47619047619048	64412	0.51	84	11	15913	None
213463	2.84	0.0	Neural Network (Specific Model)	11	0.94	8867	204.03333333333333	58350	0.33	90	9	15840	None
213525	2.96	0.01	Neural Network (Specific Model)	11	0.917	13435	297.8448275862069	112701	0.56	116	16	15665	None
213531	13.49	0.13	Neural Network (Specific Model)	11	0.92	3246	251.39912280701753	186521	0.27	228	57	15658	None
213645	2.51	0.0	Neural Network (Specific Model)	11	0.944	8980	393.86206896551727	36174	0.36	29	4	15355	None
213866	2.41	0.01	Neural Network (Specific Model)	11	0.98	8475	245.0731707317073	30548	0.53	41	4	14860	None
213957	2.74	0.0	Neural Network (Specific Model)	11	0.909	8413	245.29333333333332	60587	0.33	75	11	14632	None
214024	3.14	0.01	Neural Network (Specific Model)	11	0.789	73701	180.8343195266272	115922	0.34	169	6	73701	None
214087	6.36	0.57	Neural Network (Specific Model)	11	0.87	4633	275.31907894736844	287645	0.33	304	70	14358	None
214103	4.09	0.01	Neural Network (Specific Model)	11	0.9	4165	188.515873015873	78870	0.29	126	21	7296	None
214155	5.01	0.02	Neural Network (Specific Model)	11	0.921	2753	273.2043010752688	82501	0.41	93	26	14236	None
214320	4.07	0.79	Neural Network (Specific Model)	11	0.889	13171	335.02941176470586	76742	0.53	68	9	13869	None
214357	2.32	0.0	Neural Network (Specific Model)	11	0.938	9438	371.56	29686	0.42	25	3	13805	None
214562	2.65	0.0	Neural Network (Specific Model)	11	0.925	10914	223.61363636363637	63669	0.46	88	9	13433	None
214690	2.43	0.0	Neural Network (Specific Model)	11	0.893	12748	203.48936170212767	31990	0.38	47	4	13204	None
214813	2.69	0.02	Neural Network (Specific Model)	11	0.925	5013	229.89583333333334	35518	0.41	48	6	13000	None
214873	3.46	0.0	Neural Network (Specific Model)	11	0.954	9773	219.38095238095238	43309	0.41	63	5	12899	None
214946	2.59	0.0	Neural Network (Specific Model)	11	0.887	7142	196.390243902439	27121	0.42	41	4	12808	None
215019	6.27	0.08	Neural Network (Specific Model)	11	0.898	3852	375.21022727272725	220478	0.48	176	57	12709	None
215024	3.47	0.0	Neural Network (Specific Model)	11	0.938	2875	311.0975609756098	40714	0.4	41	12	12707	None
215109	2.35	0.0	Neural Network (Specific Model)	11	0.897	4069	163.19672131147541	33010	0.59	61	8	12583	None
215349	5.09	0.02	Neural Network (Specific Model)	11	0.982	3965	241.65968586387436	279459	0.44	382	74	12240	None
215560	2.79	0.02	Neural Network (Specific Model)	11	0.826	6414	227.9811320754717	87409	0.43	106	18	11935	None
215582	5.16	0.08	Neural Network (Specific Model)	4	0.915	3888	242.01315789473685	119983	0.29	152	31	11901	None
215645	3.88	0.0	Neural Network (Specific Model)	11	0.93	2981	216.6161616161616	69080	0.31	99	22	11817	None
215685	9.0	0.27	Neural Network (Specific Model)	11	0.861	3080	245.52785923753666	290709	0.54	341	95	11772	None
2159	2.46	0.0	Neural Network (Specific Model)	11	0.942	31221	210.27659574468086	31221	0.49	47	1	31221	None
215905	4.28	0.0	Neural Network (Specific Model)	11	0.867	7355	271.80392156862746	47924	0.41	51	7	11469	None
215996	2.32	0.0	Neural Network (Specific Model)	11	0.986	4482	535.75	26053	0.42	16	6	11373	None
216105	5.19	0.01	Neural Network (Specific Model)	11	0.9	4427	244.359477124183	124208	0.43	153	32	11239	None
216186	3.32	0.01	Neural Network (Specific Model)	11	0.923	5790	353.3	45820	0.51	40	10	11145	None
216363	2.6	0.0	Neural Network (Specific Model)	11	0.873	4855	188.83673469387756	63028	0.42	98	13	10915	None
216617	2.77	0.0	Neural Network (Specific Model)	11	0.97	5060	646.6428571428571	83937	0.31	42	19	10615	None
216690	3.0	0.0	Neural Network (Specific Model)	11	0.908	5290	262.0763888888889	124487	0.56	144	29	10532	None
216758	4.49	0.12	Neural Network (Specific Model)	11	0.678	3089	136.4398907103825	219827	0.36	366	66	10447	None
216763	2.71	0.0	Neural Network (Specific Model)	11	0.862	9963	292.97058823529414	34665	0.53	34	5	10444	None
217117	3.17	0.0	Neural Network (Specific Model)	11	0.934	6360	231.0	39869	0.5	54	8	10108	None
217420	2.34	0.0	Neural Network (Specific Model)	11	0.816	6350	172.59574468085106	29703	0.42	47	6	9818	None
217449	2.32	0.0	Neural Network (Specific Model)	11	0.974	6848	354.0357142857143	30524	0.59	28	7	9793	None
218008	5.72	0.07	Neural Network (Specific Model)	11	0.926	4890	255.46666666666667	74162	0.37	90	19	9289	None
218013	7.03	0.01	Gradient Boost (General Model)	11	0.769	5006	144.48936170212767	26279	0.36	47	5	9287	None
218267	3.5	0.0	Neural Network (Specific Model)	11	0.793	4534	179.46913580246914	54586	0.29	81	12	9097	None
218335	2.61	0.0	Neural Network (Specific Model)	11	0.91	7346	234.8421052631579	29303	0.49	38	5	9054	None
218477	2.4	0.0	Neural Network (Specific Model)	11	0.919	4948	194.91304347826087	29168	0.42	46	7	8958	None
218627	2.76	0.05	Neural Network (Specific Model)	11	0.929	3315	219.58139534883722	30400	0.57	43	8	8855	None
218823	2.65	0.03	Neural Network (Specific Model)	11	0.936	7294	186.3265306122449	29039	0.44	49	6	8723	None
218832	2.92	0.0	Neural Network (Specific Model)	11	0.927	6418	351.18367346938777	55649	0.39	49	13	8719	None
218845	2.83	0.0	Neural Network (Specific Model)	11	0.976	26386	217.46511627906978	28508	0.51	43	2	26386	None
218851	2.38	0.0	Neural Network (Specific Model)	11	0.698	4271	150.31666666666666	38750	0.37	60	9	8704	None
2189	90.49	34.43	Neural Network (Specific Model)	11	0.914	4615	283.5286185196284	3101947	0.43	3337	734	30948	None
219029	2.37	0.0	Neural Network (Specific Model)	11	0.907	6261	380.14285714285717	26367	0.45	21	6	8592	None
219495	3.33	0.07	Neural Network (Specific Model)	11	0.902	6219	218.21782178217822	72966	0.54	101	15	8299	None
219699	2.4	0.0	Neural Network (Specific Model)	11	0.95	4803	314.8157894736842	37615	0.45	38	9	8182	None
220203	3.46	0.0	Neural Network (Specific Model)	11	0.767	4038	127.96739130434783	45957	0.36	92	11	7903	None
220596	2.88	0.0	Neural Network (Specific Model)	11	0.971	4405	215.18421052631578	25055	0.4	38	6	7706	None
220640	3.38	0.0	Neural Network (Specific Model)	11	0.882	3851	281.875	76472	0.43	80	21	7685	None
220684	2.38	0.0	Neural Network (Specific Model)	11	0.99	6071	403.6896551724138	35290	0.38	29	7	7665	None
220834	3.62	0.0	Neural Network (Specific Model)	11	0.709	3551	142.82608695652175	96754	0.35	161	29	7597	None
220891	3.85	0.07	Neural Network (Specific Model)	11	0.953	7565	264.3636363636364	45533	0.36	55	9	15786	None
221059	2.55	0.0	Neural Network (Specific Model)	11	0.948	4865	262.45283018867923	43812	0.54	53	10	7490	None
221064	2.3	0.0	Neural Network (Specific Model)	11	0.912	6845	208.0	25962	0.53	38	5	7488	None
221224	3.06	0.01	Neural Network (Specific Model)	11	0.876	3195	174.11949685534591	93978	0.48	159	29	7421	None
221623	2.34	0.0	Neural Network (Specific Model)	11	0.95	4790	252.37142857142857	27870	0.42	35	7	7248	None
221640	2.71	0.0	Neural Network (Specific Model)	11	0.864	4864	333.4782608695652	26604	0.56	23	6	7243	None
221656	2.73	0.0	Neural Network (Specific Model)	11	0.905	3580	375.14285714285717	34731	0.45	28	9	7234	None
221713	2.5	0.0	Neural Network (Specific Model)	11	0.88	3493	327.7142857142857	38987	0.4	35	11	7204	None
221755	2.42	0.0	Neural Network (Specific Model)	11	0.885	4251	161.18867924528303	28827	0.46	53	8	7188	None
221791	3.63	0.0	Neural Network (Specific Model)	11	0.878	3056	203.28947368421052	52599	0.33	76	16	7177	None
222156	3.49	0.02	Neural Network (Specific Model)	11	0.79	6160	248.56410256410257	36680	0.47	39	8	7035	None
222162	2.63	0.0	Neural Network (Specific Model)	11	0.891	4638	189.80459770114942	55451	0.32	87	14	6193	None
222354	2.51	0.0	Neural Network (Specific Model)	11	0.917	3991	523.1764705882352	29083	0.37	17	8	6957	None
222430	5.17	0.06	Neural Network (Specific Model)	11	0.948	2760	263.1271186440678	98190	0.32	118	35	6929	None
222518	2.65	0.0	Neural Network (Specific Model)	11	0.904	3195	228.24242424242425	49900	0.38	66	16	4559	None
222566	2.92	0.21	Neural Network (Specific Model)	11	0.922	4009	234.09859154929578	53840	0.38	71	14	6882	None
222715	2.3	0.0	Neural Network (Specific Model)	11	0.811	6351	157.58139534883722	25052	0.46	43	6	6825	None
222718	2.43	0.0	Neural Network (Specific Model)	11	0.883	4573	110.68478260869566	34365	0.36	92	9	6824	None
222788	2.4	0.0	Neural Network (Specific Model)	11	0.905	33579	225.77777777777777	33579	0.52	45	1	33579	None
223483	7.64	0.5	Gradient Boost (General Model)	11	0.881	4596	374.0	25463	0.62	20	6	6555	None
224162	9.45	0.0	Gradient Boost (General Model)	11	0.917	4928	341.25	31237	0.47	28	8	7285	None
224376	2.25	0.0	Neural Network (Specific Model)	11	0.852	3735	138.66037735849056	25873	0.42	53	8	6265	None
224609	5.1	0.39	Neural Network (Specific Model)	11	0.951	3250	400.24242424242425	41624	0.42	33	13	6106	None
224829	3.67	0.01	Neural Network (Specific Model)	11	0.932	4019	307.05882352941177	83544	0.34	85	20	12786	None
224988	2.28	0.05	Neural Network (Specific Model)	11	0.934	3221	186.25	26213	0.42	44	8	6068	None
225118	2.41	0.0	Neural Network (Specific Model)	11	0.887	3312	212.86046511627907	30949	0.48	43	9	6034	None
225121	2.91	0.0	Neural Network (Specific Model)	11	0.926	3286	160.1627906976744	66540	0.45	129	20	6033	None
225329	2.44	0.0	Neural Network (Specific Model)	11	0.765	3807	176.08333333333334	32994	0.35	48	9	5975	None
225401	2.33	0.0	Neural Network (Specific Model)	11	0.989	3132	368.2	27875	0.52	25	9	5958	None
225888	2.36	0.0	Neural Network (Specific Model)	11	0.889	3050	201.20833333333334	32524	0.43	48	10	5830	None
226198	2.66	0.0	Neural Network (Specific Model)	11	0.905	4438	288.6595744680851	44654	0.42	47	12	5750	None
226220	2.34	0.0	Neural Network (Specific Model)	11	0.903	4342	286.37931034482756	27555	0.32	29	7	5742	None
226757	2.77	0.0	Neural Network (Specific Model)	11	0.916	3483	400.76	32748	0.42	25	10	5620	None
227150	3.56	0.0	Neural Network (Specific Model)	11	0.811	3165	288.05128205128204	41202	0.62	39	14	4426	None
